FundingSource,ID,Crop_ICP_Run,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As_Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Cd_Tot_Aqu,Co_CaCl,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_CaCl,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_CaCl,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CaCl,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CaCl,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_CaCl,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_CaCl,Mo_Sol_Ca,Mo_Tot_Aqu,N_tot,Na_CaCl,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni_CaCl,Ni_DTPA,Ni_Sol_Ca,Ni_Tot_Aqu,NOPC,P_CaCl,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_CaCl,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_CaCl,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti_Tot_Aqu,U_Sol_Ca,Zn_CaCl,Zn_DTPA,Zn_E,Zn_FIA,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
GCRF,ETH0446,2,10.8321528604743,37.7486678377696,2761.96968,4,19/12/2017,19/12/2017,Maize,Field stack,Close pair,NA,NA,NA,NA,0.59369,NA,43.02847,NA,0.01506,NA,NA,0.87072,15.63575,3556.65514,NA,1235.00813,5.32651,0.06669,0.29514,2960.32460,NA,1.54301,1013.42089,NA,0.30274,NA,NA,NA,17.23741,6026.24772,0.16535,94134.89591,1.82255,36.72289,0.00000,3.08000,3.08000,13.50147,3551.16020,NA,0.00105,0.52162,0.13304,NA,0.00208,59.73788,50.64966,0.02012,NA,0.01229,61.10843,22.40759,0.08281,NA,17079.76597,0.00855,107437.75529,181.85683,0.98587,198.96104,2571.70836,295.78801,4.10355,235.37636,5592.69119,35.55053,NA,1604.48137,0.52973,2232.33755,0.00013,0.00023,0.09629,0.28020,9.23776,0.04002,5.82580,148.07889,0.01994,NA,0.01595,63.37054,22.83500,0.43220,7.16000,399.35540,0.05448,831.70258,NA,0.00019,8.22874,498.11132,5.15,5.85,9.68324,3.68441,272.53540,5.31300,275.68454,6.11463,0.00151,569.04350,1.99302,0.27831,2696.66397,0.00002,0.09670,0.98157,5.51323,0.00000,2.89451,0.05711,97.68981
GCRF,ETH0447,1,10.8317177961796,37.7473769503619,2742.38809,4,19/12/2017,19/12/2017,Barley,Field stack,Close pair,NA,45.99272,0.00773,NA,255.49149,NA,426.29315,NA,0.03793,19.30194,0.01047,3.26485,66.88880,3203.35616,NA,998.33981,15.66224,8.92589,NA,2688.90253,0.07954,3.29565,1023.47756,NA,5.22195,NA,NA,0.13975,19.68462,6910.10175,2.09881,86399.80247,2.67304,33.03819,0.00000,2.52700,2.52700,8.88641,2731.06197,NA,0.00642,0.67311,0.29335,NA,0.44414,75.36955,64.32302,0.02400,NA,0.01333,66.25558,17.08104,0.08996,NA,22080.25493,0.01462,127813.80349,83.92918,0.36609,75.18339,2669.69056,240.60239,2.82448,181.15940,5883.15121,45.33848,NA,2130.31792,60.53645,2892.89900,NA,0.00006,0.03273,0.21420,9.39996,0.04527,5.25721,198.01493,0.09303,NA,0.08280,67.58506,21.48500,0.32013,8.02000,522.20319,0.01869,730.87463,NA,0.00045,12.59179,733.53298,4.66,5.50,19.80944,2.17443,126.02862,6.35102,186.94230,4.34170,0.00132,481.37548,2.07563,0.22498,3237.87730,0.00004,0.25123,0.32908,2.20586,0.00000,1.89078,0.20435,114.27660
GCRF,ETH0448,1,10.6028051058296,37.7911450388765,3138.46736,4,19/12/2017,20/12/2017,Barley,Field stack,Main,NA,14.93582,NA,NA,5.94319,NA,440.98004,NA,0.01454,NA,NA,4.82799,46.65536,6815.18152,NA,1171.64635,16.37119,7.86563,NA,3879.19685,0.04144,7.10306,1218.97352,0.01434,2.78844,NA,NA,0.05172,24.32346,6543.11010,0.41333,68806.13127,3.24681,10.71893,0.00000,3.21600,3.21600,18.47445,5069.92063,NA,0.00307,0.70705,0.14471,NA,0.00280,59.76281,47.04828,0.02688,NA,0.01366,37.79489,28.91443,0.30376,NA,29016.90272,0.02277,118128.49998,48.72000,0.20393,36.59716,3158.93398,347.58391,5.35609,258.69486,7995.66642,32.95466,NA,2362.65262,3.39154,2915.30330,0.00395,0.00008,0.12867,0.32600,19.28671,0.08956,13.84911,155.86495,0.12418,NA,0.07798,44.43006,24.15250,0.84055,11.04000,1189.85598,0.08037,1408.68233,NA,0.00016,12.77259,574.11127,4.89,5.58,5.13330,3.49755,186.88188,2.98336,302.13414,4.98730,0.00444,500.17535,1.60578,0.37605,3895.36187,0.00003,0.31364,1.43861,5.78435,0.00000,2.41889,0.17407,152.90505
GCRF,ETH0449,1,10.5397419213117,37.7253757699185,2727.11707,4,19/12/2017,21/12/2017,Barley,Field stack,Main,NA,49.36629,0.00810,NA,4.82246,NA,254.61114,NA,0.05742,NA,0.00249,3.50626,69.21867,5486.53432,NA,1164.93460,23.43618,9.18915,NA,3523.19393,NA,3.02837,1103.18158,0.01607,1.46766,NA,NA,0.13127,20.12908,6535.33097,3.61266,77390.51876,11.55498,13.72401,0.00000,3.74500,3.74500,5.83704,1661.93436,NA,0.00970,0.59545,0.42526,NA,0.63689,76.94568,129.81333,0.03308,NA,0.01626,54.91010,12.99873,0.19994,NA,12733.02117,0.01639,108341.24468,107.06304,0.46287,120.13459,3168.28974,136.71761,1.49213,113.52171,3832.67620,78.29898,NA,2683.91885,117.33699,3056.60091,0.00076,0.00007,0.84547,0.35130,8.30609,0.04131,4.67737,107.40910,0.21134,NA,0.16104,82.49733,29.40500,0.65526,9.14000,432.10854,0.06699,1333.10882,NA,0.00049,19.57647,717.25135,4.56,5.23,26.78388,3.57871,242.01028,4.17516,358.23107,8.69160,0.00398,680.34610,3.36945,0.59476,1920.41274,0.00012,0.34351,0.54452,2.76405,0.00000,1.79285,0.31814,98.00502
BMGF,ETH0451,5,8.1674004700469,39.1650029228171,2149.35019,4,24/12/2018,24/12/2018,Wheat,Store,Main,NA,13.28084,NA,NA,5.32702,NA,378.25839,NA,NA,NA,NA,3.72019,43.40545,4636.86591,NA,1030.87689,31.68579,0.41895,NA,2627.97693,NA,2.09421,1806.51908,0.14900,2.44566,NA,NA,0.21003,23.29148,2837.79518,0.01645,50229.16667,2.10861,3.52311,0.01340,2.29860,2.31200,27.56796,8756.87551,0.04486,0.00013,0.22023,NA,0.16588,0.00050,21.32697,59.21894,NA,2.09142,0.00915,29.46943,38.15407,NA,16.70839,4338.12833,0.01303,58143.54048,NA,0.96200,189.22306,7706.49883,NA,6.05974,283.85094,8707.25412,NA,59.02571,1190.44259,0.01006,1560.98070,NA,0.00042,0.07627,0.15600,NA,0.32397,60.83752,379.17441,NA,3.32928,0.03036,60.73324,NA,NA,2.93902,97.19017,0.06800,124.18586,0.17404,0.00011,11.38601,148.52620,6.41,7.16,1.10509,NA,181.50258,5.09600,126.75124,9.24674,NA,578.59984,3.44558,0.41431,2022.20096,0.00008,NA,0.58954,16.09378,NA,3.94005,0.01298,97.40269
BMGF,ETH0452,5,7.3398999878641,39.2307876068225,2924.01507,4,28/12/2018,28/12/2018,Wheat,Field stack,Main,NA,83.29637,0.01898,NA,5.30748,NA,462.72571,NA,NA,NA,0.00477,5.35220,110.04632,4913.72011,NA,1321.95237,38.63060,0.06977,NA,4075.57829,NA,1.85839,1761.81596,NA,2.11902,NA,0.00184,0.28272,45.31163,2364.33514,0.15366,53907.03357,3.38818,8.18581,0.00000,2.77600,2.77600,23.21552,6135.73803,0.01845,0.00109,0.18191,NA,0.32968,0.00189,32.03969,53.18477,NA,2.29890,0.00784,20.61575,31.87860,NA,104.17180,7774.35236,0.02092,60402.41101,NA,0.49490,94.59022,5387.81774,NA,5.50241,274.05006,4607.70642,NA,71.73406,2356.78409,4.03184,2696.97639,NA,0.00006,0.30020,0.21500,NA,0.29685,56.55844,197.71142,NA,4.10297,0.34917,54.90015,NA,NA,2.98130,155.73737,0.06645,252.84053,0.22819,0.00013,16.47044,185.44998,5.06,5.56,3.44551,NA,199.88661,5.82335,213.51185,5.53606,NA,595.43820,2.71369,0.79561,1876.56015,0.00003,NA,1.06887,2.71648,NA,2.52265,0.06264,122.90054
BMGF,ETH0454,5,7.7196477178735,39.2941034264883,2791.34273,4,26/12/2018,26/12/2018,Barley,Store,Main,NA,19.53602,NA,NA,6.57318,NA,351.38192,NA,NA,NA,NA,3.98297,45.17725,5005.20200,NA,1113.74502,17.59645,0.06152,NA,2894.82875,NA,5.21896,2173.80928,0.01520,2.51990,NA,0.00029,0.20389,27.79371,4029.94342,0.30945,69519.75053,2.52418,18.84730,0.00000,3.39100,3.39100,11.23257,3241.10406,0.05437,0.00295,0.20876,NA,0.86911,0.00189,41.94785,57.98795,NA,2.56396,0.00949,36.96384,15.26099,NA,70.64388,14136.22083,0.01658,89708.96506,NA,0.77096,213.75259,5174.54935,NA,1.86380,133.68173,4131.68690,NA,216.18364,2368.81419,3.58003,2885.49955,NA,0.00005,0.21366,0.29660,NA,0.05818,7.60753,176.04176,NA,3.12851,0.21617,69.94009,NA,NA,9.62052,386.69228,0.09811,537.90862,0.16211,0.00023,16.96129,243.93762,4.86,5.50,7.91941,NA,387.39069,6.21190,313.79758,7.44987,NA,1016.05717,2.38444,0.78494,2459.89663,0.00006,NA,5.65794,10.54084,NA,2.34013,0.37160,189.86314
BMGF,ETH0455,5,7.4169784467254,39.2445086479899,2964.40800,6,23/12/2018,23/12/2018,Triticale,Field stack,Main,NA,7.36061,NA,NA,4.46027,NA,424.59823,NA,NA,NA,0.00416,4.10196,55.55562,4853.80312,NA,1167.68787,14.91902,0.15491,NA,2892.58041,NA,9.55414,2088.12158,0.02702,3.45070,NA,NA,0.15502,38.59544,3330.76904,0.08671,49643.24144,3.25825,15.24700,0.00000,2.93600,2.93600,16.89708,4465.35674,0.03845,0.00077,0.16688,NA,0.41932,0.00141,20.42701,37.47310,NA,1.07012,0.00663,13.41878,22.23433,NA,77.55211,7666.45872,0.02549,59608.75200,NA,0.45024,103.48620,3504.97240,NA,3.44967,218.36314,3855.04702,NA,123.77491,1921.91918,0.17083,2355.39284,NA,0.00009,0.64554,0.24140,NA,0.15009,26.89103,235.55139,NA,2.67176,0.07734,40.60590,NA,NA,3.48876,341.25115,0.10069,496.19309,0.13605,0.00013,13.91836,146.91838,5.28,5.81,2.81273,NA,327.78259,4.60724,259.07571,8.13667,NA,664.82572,3.02236,0.57776,2050.87740,0.00005,NA,1.35206,3.78688,NA,2.81970,0.04286,106.18240
BMGF,ETH0456,5,7.5340409797815,39.1860164132007,2570.64212,6,23/12/2018,23/12/2018,Barley,Store,Main,NA,44.82307,NA,NA,2.72411,NA,364.80189,NA,NA,NA,0.00235,4.20561,61.52220,5350.65447,NA,1107.23581,18.04282,0.01919,NA,3839.05140,NA,2.95304,1586.46601,NA,1.62901,NA,0.00107,0.22597,24.16557,3051.96773,0.48663,51363.32880,3.90919,13.84733,0.00000,3.83700,3.83700,23.92114,5915.53223,0.01444,0.00172,0.12589,NA,0.57634,0.02076,24.43605,58.27576,NA,1.77484,0.00673,19.63486,33.68576,NA,100.68307,10181.86074,0.03704,58541.43215,NA,0.51274,98.65017,4002.44551,NA,5.74378,271.89937,4167.65042,NA,136.16719,1596.18663,32.87827,1859.52954,NA,0.00004,0.43234,0.32470,NA,0.18622,33.22269,149.08805,NA,3.81178,0.60292,50.30865,NA,NA,5.62430,204.41374,0.07405,350.13893,0.23535,0.00031,16.02304,251.87644,4.83,5.45,4.01398,NA,243.75488,4.19924,269.81292,6.81110,NA,709.12984,3.40175,0.71198,1324.16605,0.00004,NA,1.02664,3.33953,NA,2.18111,0.16638,101.19203
BMGF,ETH0457,5,7.3818106478690,39.3961272286076,2988.77481,16,23/12/2018,23/12/2018,Barley,Store,Close pair,NA,15.53735,NA,NA,3.97846,NA,327.02537,NA,NA,NA,NA,2.79682,35.48907,5045.04107,NA,1075.11065,12.14886,0.07442,NA,3217.83325,NA,1.47678,1813.95621,0.06539,2.58031,NA,0.00055,0.15781,20.27913,2693.44954,0.82043,37110.64749,2.58722,9.37223,0.00000,2.78000,2.78000,8.05607,2350.37368,0.00398,0.00388,0.17480,NA,0.11695,0.00467,55.95877,169.12903,NA,0.34232,0.01161,32.11791,9.97359,NA,9.33061,12391.50399,0.02160,72768.88866,NA,0.50299,152.13328,4086.49942,NA,1.45329,108.67754,3911.75839,NA,20.54304,2647.66092,8.67182,3252.07870,NA,0.00013,0.70284,0.26620,NA,0.07748,12.68350,165.32674,NA,0.61783,0.82870,75.76623,NA,NA,7.86706,372.76452,0.09889,433.73660,0.01275,0.00010,18.53625,179.57186,4.64,5.45,5.76487,NA,397.52626,4.32622,261.38334,7.91049,NA,948.46344,2.72245,0.55328,3824.98375,0.00012,NA,0.37676,6.32476,NA,2.02439,0.42903,127.46796
BMGF,ETH0458,5,7.3458706297053,39.4630010701073,2405.52415,8,23/12/2018,23/12/2018,Barley,Store,Main,NA,9.26047,NA,NA,2.53430,NA,367.53078,0.06819,NA,NA,NA,3.04179,26.14213,4502.98932,NA,1072.42632,10.51517,0.51319,NA,2933.41890,NA,0.80086,1647.07528,0.06718,2.25277,NA,NA,0.16835,18.33120,2839.77441,0.01125,50558.17282,3.13021,3.35356,0.00000,2.26900,2.26900,26.92151,7546.93083,0.03926,0.00018,0.23234,NA,0.18284,0.00031,20.21612,61.83754,NA,1.88582,0.00766,24.71803,37.76386,NA,18.72064,2160.13134,0.00924,51848.10234,NA,1.16160,219.04645,10850.42353,NA,6.31802,288.69022,9995.03817,NA,61.65376,986.23513,0.01675,1374.60962,NA,0.00027,0.11383,0.18210,NA,0.22622,40.60672,264.24855,NA,4.59734,0.05481,66.25892,NA,NA,5.45618,104.10732,0.08603,156.49399,0.32976,0.00011,13.47893,149.64874,6.06,6.72,1.02189,NA,221.46659,3.99345,165.92920,9.64895,NA,598.21417,4.34979,0.49889,1503.42008,0.00003,NA,0.77283,6.99854,NA,3.68157,0.00991,121.64354
BMGF,ETH0459,5,7.8276522901377,39.1887952070929,2852.85701,4,22/12/2018,22/12/2018,Barley,Store,Main,NA,39.17863,NA,NA,5.22271,NA,326.23488,NA,NA,NA,NA,3.44165,61.97532,4198.64130,NA,1048.11401,13.16749,0.12170,NA,2522.78737,NA,3.43266,1769.30106,0.03142,2.45021,NA,0.00048,0.19990,23.93312,3202.92627,0.32404,53791.08705,4.82437,11.65829,0.00000,3.20300,3.20300,11.00596,2902.55928,0.09801,0.00547,0.31714,NA,0.54206,0.00177,31.20348,51.79215,NA,3.52000,0.01149,34.66570,14.48544,NA,113.04098,12793.95933,0.02430,65497.16280,NA,0.91916,255.67010,5151.39774,NA,1.68439,118.09277,3911.04748,NA,200.50094,2756.42419,2.61723,3203.85195,NA,0.00026,1.74085,0.31630,NA,0.05681,10.47409,125.68295,NA,3.97733,0.25515,66.54742,NA,NA,26.38435,720.87037,0.28265,934.11018,0.21384,0.00009,22.05148,197.31382,4.80,5.63,5.00193,NA,493.24096,5.37813,303.29787,7.10208,NA,892.98377,2.77718,0.74924,2615.29713,0.00012,NA,11.42709,21.72276,NA,2.29384,0.70779,203.31139
BMGF,ETH0460,5,7.8789949872805,39.1460031407061,2714.31151,4,22/12/2018,22/12/2018,Wheat,Store,Main,0.00878,13.10991,NA,NA,9.62179,NA,361.98173,NA,NA,NA,NA,3.23587,38.09613,4013.48371,NA,913.91443,40.56926,0.02442,NA,1974.59270,NA,5.91760,1566.47050,0.03874,2.15131,NA,NA,0.15333,28.34385,4809.14813,2.15589,57465.38020,4.57111,15.91784,0.00000,3.68600,3.68600,8.69189,2690.32875,0.05881,0.00863,0.22571,NA,0.63662,0.00492,30.24685,66.75870,NA,2.34248,0.00903,35.51751,13.27028,NA,71.91234,14486.29310,0.02022,66976.85701,NA,0.50664,150.93207,5299.78170,NA,1.22135,94.31355,4458.27072,NA,201.40447,2495.81969,23.82197,2932.71288,NA,0.00004,0.52826,0.34990,NA,0.05446,7.38732,164.16240,NA,2.76880,0.38508,73.31749,NA,NA,11.77944,473.19421,0.09866,634.62324,0.20305,0.00021,22.21606,320.04008,4.55,5.26,10.09403,NA,424.21706,4.11349,322.72252,7.96032,NA,1018.60436,2.55566,0.80056,1659.80682,0.00018,NA,5.83271,17.52782,NA,1.89444,1.56320,174.77895
BMGF,ETH0461,5,7.8742620826674,39.1235559189877,2527.87984,4,22/12/2018,22/12/2018,Wheat,Store,Main,NA,12.55471,NA,NA,10.68572,NA,394.56023,NA,NA,NA,0.00158,3.35029,36.23811,4055.52079,NA,951.57028,49.46935,NA,NA,2473.79156,NA,5.72320,1694.60375,NA,2.63217,NA,NA,0.16176,20.95022,4587.31490,5.75084,58956.25049,4.46936,14.40487,0.00000,3.10700,3.10700,5.90627,1754.20087,0.01877,0.00880,0.17028,NA,0.66774,0.27759,30.72977,62.60965,NA,2.15399,0.01025,32.03797,8.87873,NA,54.81885,12158.47958,0.02041,68634.84785,NA,0.42083,128.50281,5375.99014,NA,1.39764,108.11915,3632.66746,NA,167.13394,2160.81338,153.16303,2579.94968,NA,0.00004,0.87210,0.28230,NA,0.05169,7.42485,127.31499,NA,2.39234,0.83447,71.92846,NA,NA,10.04530,335.73803,0.09282,489.78725,0.14625,0.00029,23.00270,337.38807,4.43,4.99,14.39243,NA,326.75709,3.17186,293.10474,7.48710,NA,847.24239,3.13953,0.73346,2125.00690,0.00032,NA,2.28257,5.52045,NA,1.50433,1.03979,133.35902
BMGF,ETH0462,5,7.8357019951863,39.1232761072302,2561.11426,4,22/12/2018,22/12/2018,Wheat,Standing crop,Main,0.00993,10.80655,NA,NA,11.86207,NA,416.53223,NA,NA,NA,NA,3.68014,33.57222,4367.42624,NA,1055.22808,45.62208,0.06599,NA,2463.31443,NA,3.84779,1612.72365,NA,2.76364,NA,NA,0.16402,22.84795,3612.68296,2.08941,54075.28782,2.47588,21.43009,0.00000,2.55000,2.55000,7.12030,2821.87205,0.02174,0.00635,0.16732,NA,0.67011,0.09201,38.92401,45.64819,NA,2.35296,0.01039,26.13265,11.56698,NA,57.83328,9674.41231,0.01982,82698.16763,NA,0.57682,179.17869,4415.83008,NA,1.70717,137.54907,4126.55126,NA,192.06727,2429.73819,101.67159,3062.07135,NA,0.00004,0.37728,0.21350,NA,0.05653,8.16469,138.96710,NA,2.95434,0.79838,56.60199,NA,NA,6.95769,232.93499,0.06695,283.54586,0.12176,0.00015,18.88878,260.14935,4.57,5.24,9.70321,NA,320.35438,3.85880,220.93220,7.99203,NA,864.16529,2.53482,0.60538,3539.66458,0.00018,NA,2.12064,4.21514,NA,1.59235,0.68135,133.09224
BMGF,ETH0463,1,14.3267261724188,39.2265641830364,2016.51488,6,06/12/2018,07/12/2018,Finger millet,Field stack,Close pair,0.00583,15.78199,0.00726,NA,17.78495,NA,4514.46665,NA,0.06632,0.38105,0.01029,6.06704,39.75744,5879.71423,NA,2154.76418,85.55304,0.35235,0.87794,3258.43615,NA,5.16259,1328.45893,0.14642,14.36008,NA,NA,0.09148,20.83007,455.25146,0.03111,5672.04491,0.84732,NA,0.00000,0.50320,0.50320,4.99929,270.99405,0.00863,0.00040,0.01741,NA,0.14690,0.00051,2.76379,9.98099,NA,0.43377,0.00896,4.13342,7.04906,NA,15.77274,1008.90589,0.01441,9569.87999,NA,0.19014,84.12271,489.33474,NA,1.14181,108.15438,892.08574,NA,21.96950,109.93768,0.02068,147.08142,NA,0.00060,0.10748,0.04490,NA,0.03159,2.74344,36.15002,NA,0.37435,0.02507,8.05967,NA,NA,14.95907,84.73214,0.79876,185.81100,0.07604,0.00008,1.67082,24.32266,6.13,6.73,0.66447,NA,95.50261,3.86752,52.46611,3.81772,NA,208.92131,3.31242,0.12703,233.33051,0.00002,NA,5.26889,8.52091,NA,2.52428,0.16667,17.54371
BMGF,ETH0464,1,14.2910341685760,39.0262039345721,2100.77235,6,07/12/2018,07/12/2018,Wheat,Field stack,Main,0.00406,NA,NA,NA,2.37400,NA,452.45027,NA,0.02503,0.11817,0.00170,3.79449,29.38250,4474.98762,NA,1339.26710,23.98382,0.53567,0.43641,2953.67449,NA,4.48158,1603.25648,0.14376,3.59686,NA,NA,0.06646,22.04953,2531.12596,0.02523,45828.38267,0.52445,3.35054,0.00720,0.42290,0.43010,27.14046,10110.58422,0.01157,0.00013,0.09483,NA,0.08348,0.00037,37.02378,118.71162,NA,0.81936,0.00767,49.28312,40.22158,NA,9.35068,2558.51122,0.01031,73419.15767,NA,0.23716,43.25351,848.26267,NA,9.52373,417.07205,20640.15983,NA,13.45487,731.58667,0.00387,1249.99123,NA,0.00041,0.09256,0.04160,NA,0.08250,14.25013,1792.42131,NA,0.61500,0.01806,125.51485,NA,NA,3.20864,264.17455,0.06449,295.97293,0.06085,0.00019,4.21038,80.21963,6.74,7.40,0.54975,NA,71.57430,3.17313,24.90167,3.79607,NA,170.06080,1.35782,0.25524,755.54113,0.00002,NA,0.25518,3.55579,NA,3.78738,0.00220,101.17340
BMGF,ETH0465,1,14.5518621420525,39.1635578029935,1606.49115,4,07/12/2018,07/12/2018,Finger millet,Field stack,Main,0.01319,48.92988,0.02301,NA,21.38778,0.02503,4736.08283,NA,0.30845,1.19063,NA,7.54658,86.23293,4795.04558,NA,2305.12475,181.75008,0.59760,1.25084,3240.68470,NA,3.22760,1552.83790,0.38404,15.42706,NA,NA,0.16377,25.78377,760.25554,0.02915,25435.31931,16.93430,10.76887,0.01130,0.61780,0.62910,12.96115,4083.25154,0.03663,0.00042,0.21819,NA,0.06799,0.00085,14.37528,37.60526,NA,1.45271,0.01160,33.79314,18.65006,NA,6.83817,1973.43823,0.01103,36405.41297,NA,0.29455,58.77747,3161.48161,NA,3.58534,235.75662,4586.44031,NA,11.12201,744.16070,0.00735,977.83377,NA,0.00146,0.34154,0.07840,NA,0.11562,18.83907,117.48166,NA,0.29061,0.00746,24.93055,NA,NA,5.32219,55.22052,0.10873,214.55974,1.27196,0.00023,35.19736,50.82332,6.86,7.49,1.67709,NA,112.32830,10.16703,67.00996,14.10576,NA,396.68099,3.72351,0.41283,406.35749,0.00005,NA,0.48766,4.82726,NA,3.61404,0.00548,75.97816
BMGF,ETH0466,1,13.9431310925905,37.5456960167942,843.94260,4,07/12/2018,07/12/2018,Sorghum,Store,Main,0.02033,9.40511,NA,NA,NA,NA,142.68355,NA,0.02268,0.13547,0.00192,2.86087,45.75133,4665.91504,NA,1590.04095,9.19849,0.11873,0.88756,2802.64472,NA,2.23822,1586.67090,NA,0.48154,NA,NA,0.11707,27.73807,3109.83671,0.01695,71652.02354,0.55904,NA,0.00920,0.99080,1.00000,29.35626,11480.81664,0.00996,0.00003,0.07709,NA,0.20135,0.00032,43.65798,115.72477,NA,1.90857,0.00748,64.37826,48.40229,NA,14.16258,3203.10041,0.00597,92067.66959,NA,0.31857,46.25208,1186.55222,NA,17.02101,540.87684,14841.80845,NA,32.27043,1116.60461,0.00179,1517.36003,NA,0.00019,0.00118,0.06460,NA,0.13408,20.37817,335.36554,NA,1.52565,0.01968,85.44674,NA,NA,2.44289,27.71962,0.03764,22.59406,0.11253,0.00031,3.61231,139.65224,6.60,7.40,0.57041,NA,62.25776,2.17153,28.09402,2.68826,NA,134.12869,1.07619,0.25972,975.09656,0.00002,NA,1.45601,16.97441,NA,3.90835,0.00728,86.51602
BMGF,ETH0467,1,13.8442701354890,37.4895427433161,940.60698,4,07/12/2018,07/12/2018,Sorghum,Standing crop,Main,0.09134,12.53899,NA,NA,0.21604,NA,141.47567,NA,0.01037,0.08845,NA,3.17971,36.57087,4626.56494,NA,1650.53747,7.25191,0.07438,1.25167,2803.46069,NA,1.76080,1605.15745,0.06235,0.46456,NA,NA,0.12514,33.70877,3591.64635,0.04978,78848.37076,1.50985,NA,0.00000,1.45200,1.45200,25.53204,10491.43598,0.00692,0.00007,0.04984,NA,0.24718,0.00013,33.53932,124.19752,NA,2.03964,0.00913,58.08233,48.70969,NA,18.53510,3183.41166,0.02064,81377.48652,NA,0.29705,48.65053,1299.05601,NA,22.10039,740.84109,14574.82557,NA,31.82255,776.66067,0.00405,1087.27060,NA,0.00022,0.00338,0.07700,NA,0.10417,15.90834,123.61811,NA,2.44775,0.05215,92.13139,NA,NA,1.34249,NA,0.03551,9.83963,0.19978,0.00042,4.64554,137.16338,6.17,6.92,1.04454,NA,63.52462,2.71009,27.08524,3.15229,NA,177.31532,0.82851,0.26142,895.24803,0.00001,NA,0.39413,6.46603,NA,3.39749,0.01062,75.78373
BMGF,ETH0468,1,14.0457323776183,37.7592805022594,900.55192,6,06/12/2018,06/12/2018,Sorghum,Store,Main,0.00763,319.46006,0.06928,NA,3.09373,NA,219.92204,NA,0.19140,1.28586,0.01120,4.00016,536.93552,4582.40945,NA,1853.55088,13.56321,0.61147,1.73882,3432.43764,NA,3.12978,1989.13519,NA,2.00129,0.00065,0.00806,1.16712,30.97037,1128.18913,0.03537,33832.41603,8.12519,19.80441,0.05870,1.55330,1.61200,17.90308,6593.09693,0.00910,0.00007,0.06022,NA,0.43369,0.00390,23.80553,68.05837,NA,3.21586,0.03097,59.93844,21.61382,NA,7.64893,1529.59467,0.01782,70578.35094,NA,1.24289,285.52754,8140.72173,NA,3.69894,232.06050,4719.43616,NA,15.84097,183.07375,0.00295,370.23059,NA,0.00724,1.13165,0.15340,NA,0.09848,16.76645,85.53850,NA,0.63018,0.01203,72.27246,NA,NA,11.68625,89.29822,0.36921,641.59143,0.11619,0.00029,4.55953,102.18905,7.27,7.78,3.00237,NA,199.07655,11.71122,322.30713,11.35251,NA,380.92267,5.35176,1.11509,395.29502,0.01480,NA,6.59919,48.17542,NA,3.68925,0.05341,107.45311
